Location,Latitude,Longitude,Vegetation_Type,Biodiversity_Index,Protected_Area,Elevation_m,Slope_Degree,Soil_Type,Air_Quality_Index,Average_Temperature_C,Flood_Risk,Tourist_Attractions,Accessibility_Score,Tourist_Capacity_Limit,Climate_Risk_Score
Site 182,14.538940849623563,-71.9303918000142,Wetland,0.8738883191360504,True,1619,4,Clay,13,-2.4228390161817126,Low,9,5,900,0.6121076647336186
Site 183,46.98774473114251,-120.64130419203947,Mountain,0.6987269628335134,True,1883,13,Sandy,41,14.557767323042633,Low,8,9,893,0.7081668856875202
Site 184,45.09357413523924,-64.52238572325409,Mountain,0.6052102418707591,False,2907,26,Clay,98,3.4621834987715427,High,2,6,64,0.8772213126063811
Site 185,20.317665108606224,-77.4003677728088,Mountain,0.7606354034459346,True,3077,48,Loam,75,19.360429405565135,High,3,6,572,0.14733219888385024
Site 186,36.39936184136716,-64.10659250491689,Mountain,0.9606987940000982,False,3981,47,Rocky,103,12.2881780074527,Moderate,7,6,432,0.9209841700500007
Site 187,42.688888008048636,-82.63679365132455,Forest,0.8198083662160309,True,3830,35,Sandy,120,12.170745073524245,High,5,7,216,0.3440470788021617
Site 188,32.2080324639785,-104.56172476004011,Wetland,0.5864612488136306,True,1058,39,Clay,64,17.419479543714928,Low,1,9,425,0.1513393135224495
Site 189,31.18602313424026,-64.32731792326943,Grassland,0.84137846236676,True,2222,34,Loam,144,3.320759638142693,Low,1,3,123,0.3138462881566803
Site 190,19.67409163601807,-110.7103256583575,Mountain,0.7136015136409173,True,2489,20,Clay,37,7.169317622459019,High,8,6,868,0.6277239670344494
Site 191,13.72411071223597,-106.74792345567872,Forest,0.7957643986776866,False,3648,4,Loam,27,13.315914737315278,Moderate,6,5,726,0.14306229886753666
Site 192,45.88863031813307,-80.94341073987817,Wetland,0.867032017511554,False,1170,23,Clay,32,6.862224820629024,Low,4,4,994,0.1006882896902483
Site 193,46.016722286533216,-76.42785903322296,Grassland,0.7574736757572225,False,1592,38,Rocky,110,7.77029897735013,Moderate,3,8,234,0.6754264058191676
Site 194,35.32405829093072,-64.94175613055923,Wetland,0.9069919872866543,False,3264,49,Sandy,125,0.8994829115617264,High,9,3,137,0.5080486126939311
Site 195,23.561191641948028,-115.66383136606534,Forest,0.8610777896583139,False,3084,23,Rocky,127,1.4954010502630322,Moderate,9,2,804,0.8598972259137422
Site 196,23.968382984506434,-74.14013753465431,Forest,0.8075366700092553,True,1927,39,Rocky,69,17.958296280191448,Low,4,4,405,0.33179255817275444
Site 197,39.038227154809576,-78.30177626221256,Forest,0.5753964079161757,False,3601,42,Clay,84,-9.828754318927771,High,8,3,114,0.35263684389263383
Site 198,45.884410398103086,-125.53438106224814,Mountain,0.9179745554557841,False,2293,45,Rocky,131,-6.18838311166646,Low,4,7,322,0.16979176351824993
Site 199,45.48345697060469,-102.89438011528551,Forest,0.9679527926599081,False,674,49,Sandy,118,27.95239558018023,Low,8,4,240,0.584660511935148
Site 200,41.19502183430495,-110.2064180057931,Grassland,0.5684825619046474,False,1878,12,Loam,9,-2.5192767254797266,High,7,9,703,0.4293139509043964
Site 201,35.68126584617151,-108.68567029521788,Mountain,0.7441205647167153,True,2161,37,Loam,35,6.72483567499496,Moderate,6,5,87,0.4057370636371531
Site 202,13.365598599801952,-61.193718431170936,Wetland,0.6294443709852522,True,1011,44,Clay,72,23.98740544492008,High,7,3,423,0.5118694067963021
Site 203,16.465148563784552,-85.00558105640505,Grassland,0.8772616537127823,True,793,0,Sandy,131,-9.995905098966125,Low,6,2,714,0.8647186391098337
Site 204,45.94216754108317,-79.76266895445502,Mountain,0.86081481800235,False,232,42,Sandy,121,27.007167578833993,Low,6,6,429,0.19466973627906642
Site 205,34.2571623863836,-61.63676538794935,Forest,0.5704425602851994,True,1701,38,Loam,135,-7.860455044145254,Low,7,6,86,0.5712342647681465
Site 206,10.367882064665185,-103.5958752279653,Wetland,0.9385136356308186,True,3027,9,Loam,26,-3.1652380190395712,High,4,1,788,0.27679150332530517
Site 207,14.058861714641285,-73.87118820830358,Forest,0.5904865319890011,False,1345,1,Rocky,136,-8.835858266703625,High,5,7,903,0.2911520776206246
Site 208,36.54007076432223,-99.58283256868532,Grassland,0.8986295128240538,False,3609,15,Clay,40,10.780801849383938,High,9,5,301,0.3310616908350397
Site 209,10.202463353848747,-69.13264297295142,Grassland,0.7284901798140024,False,2173,36,Loam,103,27.723772403420092,High,2,7,928,0.5134615234543554
Site 210,16.432322056699945,-117.35397210820878,Mountain,0.6641361467790756,True,3384,15,Loam,25,23.56146446376146,Moderate,9,4,184,0.5449600443767103
Site 211,31.949351574663446,-63.66196760550042,Grassland,0.5791196313371068,False,510,22,Sandy,131,15.589941850587152,Low,5,5,60,0.8843601354683988
Site 212,37.67580790770773,-114.68598041123842,Wetland,0.5838071280733147,True,1507,25,Sandy,115,-2.5804544970561194,Moderate,1,7,251,0.9029009265739899
Site 213,36.07845038010402,-107.16456451133479,Mountain,0.8309452773504502,True,2328,15,Sandy,128,24.783883941079367,Low,7,6,383,0.6279977827396735
Site 214,18.970772378422392,-77.06654361252536,Wetland,0.7752151939735603,True,797,26,Loam,147,20.19101564546876,Low,5,1,468,0.3532637400884795
Site 215,38.48716885390144,-102.43714009042154,Forest,0.5610427108256164,True,3025,46,Clay,91,0.6739105418993283,Moderate,3,1,287,0.8365932918186126
Site 216,19.489963499872005,-87.42520362634873,Wetland,0.5563489302191627,True,2950,40,Rocky,95,22.20356653583427,High,3,2,930,0.813593794182833
Site 217,23.01598792637071,-98.87985492514001,Wetland,0.5361552873863957,False,1306,29,Clay,51,25.086053521273953,Low,1,3,469,0.8181580894299729
Site 218,39.85965620472096,-78.03410440371528,Grassland,0.8718836736867721,True,2698,32,Loam,93,17.929040497186854,High,7,1,503,0.11473082515213251
Site 219,35.98531596188859,-114.01681233419724,Forest,0.8559410426146445,True,3684,31,Rocky,63,-5.984633961178871,Moderate,2,2,357,0.7784774722061197
Site 220,43.96893641976712,-125.90794089341861,Grassland,0.5292154954272876,True,391,8,Clay,20,29.36987373319201,Low,8,2,630,0.8674475114178231
Site 221,36.30451569201374,-109.00494217688536,Forest,0.7801350377984865,True,3594,10,Loam,105,-6.959960441360549,High,4,7,219,0.6445296444789702
Site 222,32.73234413341886,-96.79839345920988,Forest,0.5423380776213449,True,381,36,Clay,79,16.17895952600935,Moderate,4,6,632,0.7761197781443834
Site 223,13.746990713123699,-118.2385963465125,Wetland,0.9518728853044709,False,2263,5,Loam,75,-5.57898979176815,Low,5,9,832,0.7985531861460275
Site 224,24.70863212237734,-105.16418972405279,Grassland,0.9535587095900662,True,2589,29,Sandy,95,26.216534344832873,Moderate,9,5,198,0.5559250651459201
Site 225,20.608094707269018,-102.0011887194502,Wetland,0.849116494906565,True,605,39,Clay,24,3.9991073368951504,High,7,3,550,0.832258644593787
Site 226,19.75958573516334,-125.98257094182085,Wetland,0.9630944607197249,True,115,14,Sandy,25,10.46012089551223,Low,3,1,643,0.8130618761509684
Site 227,48.920422190097824,-89.16849262710568,Wetland,0.9057265152068452,True,508,47,Sandy,99,-2.849536625439577,Low,4,1,562,0.9244939212670016
Site 228,25.723908986670416,-68.09596004200986,Forest,0.9142692879635247,False,3571,29,Rocky,80,11.862487591325511,Low,9,2,501,0.9292362689068315
Site 229,45.681862207084535,-119.37799609328633,Grassland,0.7848539252849667,True,2318,17,Rocky,26,27.553596209559572,Moderate,1,3,956,0.5767431247107828
Site 230,35.245545039890516,-88.15343906189402,Grassland,0.6530295991080879,True,1463,11,Clay,62,26.06532282532627,Moderate,8,5,571,0.1283444560679838
Site 231,41.79245214166593,-83.46825565624076,Wetland,0.6088995575582108,True,3362,3,Loam,85,-7.444163191910564,Moderate,8,7,990,0.11719621580387263
Site 232,30.105483724207684,-100.64657237064982,Forest,0.6636000110194646,True,3110,15,Rocky,117,5.130340258973494,Moderate,7,4,489,0.9450340314456057
Site 233,33.07615538505436,-80.92316888450111,Grassland,0.8142477150445311,False,1047,22,Rocky,37,0.6972545216866521,High,6,6,196,0.40362497730557134
Site 234,29.700707752754557,-101.24879195562916,Mountain,0.5863282679161994,False,775,10,Sandy,45,9.254459084523553,Moderate,7,6,935,0.43977988275250945
Site 235,17.80971951192178,-94.67538984157956,Grassland,0.6293201183186607,False,1066,23,Sandy,126,23.34916649340279,Moderate,4,2,347,0.5229172264618138
Site 236,38.89808461046022,-129.48528688119012,Wetland,0.7340304313977322,True,1193,21,Loam,70,19.554071425977227,Moderate,4,6,655,0.33921909748108364
Site 237,21.23089449763423,-81.57959201057179,Mountain,0.6165250492623078,False,339,38,Rocky,130,3.759127686553896,High,5,5,419,0.6313727753305426
Site 238,10.972638657258154,-83.7060124738693,Forest,0.7943218348580308,False,168,14,Rocky,133,5.306633182487879,High,4,6,858,0.8061583524366257
Site 239,35.81889183628671,-127.31193858715588,Mountain,0.961588014228165,False,1838,48,Loam,12,16.17019968032961,Low,4,4,943,0.33160747333671475
Site 240,17.084427176281956,-104.22249248234068,Mountain,0.8740446828515632,False,1561,14,Rocky,89,-2.2309932466940863,Moderate,9,1,282,0.768755131993808
Site 241,47.61834337411657,-61.46777114458328,Wetland,0.8332133070744565,False,3763,9,Clay,111,-5.8908791942203464,Low,6,9,709,0.7048172289326953
Site 242,48.157143080103495,-100.54844062019683,Grassland,0.7913607379918894,True,3543,27,Clay,32,-0.29646143156310956,Low,3,3,173,0.5730251165250966
Site 243,46.59457560881794,-94.86382164077108,Forest,0.7439739546285324,False,2709,35,Loam,61,-5.038702745902808,High,3,1,460,0.3928978873414307
Site 244,24.806348010217775,-66.30488892881971,Mountain,0.5932819298173299,False,3716,16,Sandy,62,4.079369729893054,High,8,4,829,0.8854970136804281
Site 245,10.618264661154697,-79.79166868939706,Wetland,0.9473552277134327,False,2190,35,Loam,55,27.502631362377052,Low,3,7,297,0.4625164645408236
Site 246,47.132742503509014,-89.25509082130435,Grassland,0.6242680010064181,True,3747,21,Clay,38,-5.188020958993289,Low,4,4,511,0.43719676140180375
Site 247,27.127365932692573,-74.15367230612492,Mountain,0.5456544387890804,True,3172,22,Rocky,59,22.73288574436267,Moderate,6,4,431,0.6772337662939919
Site 248,48.666192761746785,-69.49436134808187,Wetland,0.8750075896143477,False,574,28,Rocky,104,11.385921257526107,High,9,9,147,0.9282984919292517
Site 249,48.54479908357011,-98.01783497839132,Wetland,0.5878077671655833,True,1628,21,Sandy,126,15.316123060031885,High,6,6,155,0.5572161268486338
Site 250,44.120378218694405,-96.74241445477152,Wetland,0.685947999770588,True,1742,10,Sandy,82,-3.1967052792767214,Low,3,9,931,0.7504215971989874
Site 251,21.77795568278343,-102.9764345043715,Forest,0.5141424641454899,False,474,35,Clay,104,-3.945067541124221,High,6,2,727,0.5111947224064076
Site 252,25.403909144077012,-62.33057019870776,Grassland,0.568533971270224,True,2358,43,Sandy,73,-3.4902529275275773,Low,4,7,499,0.2969268859061538
Site 253,44.045466860674274,-81.19836219967547,Mountain,0.586601815379956,False,3655,28,Loam,134,16.682515055669917,Low,5,7,162,0.21155709363254382
Site 254,22.676880206251106,-124.17438536543494,Grassland,0.5272050638750889,False,3131,41,Clay,121,19.911530669669162,High,5,8,619,0.22269379284944124
Site 255,16.7797098674437,-69.59282636808871,Grassland,0.8283284783114226,False,3100,31,Rocky,61,26.809797779980762,Moderate,3,9,529,0.11919314427446422
Site 256,32.27205049833401,-96.36080414146124,Mountain,0.9185038979015586,True,530,13,Rocky,0,5.9276941066854185,High,5,8,931,0.5976120493792992
Site 257,47.44619096643124,-125.18722655042588,Grassland,0.6866577031829705,False,990,17,Rocky,78,8.478775364005603,Low,5,2,518,0.21799538143660402
Site 258,37.84119186699892,-91.51979213856822,Forest,0.9372882383591004,False,2120,37,Sandy,117,8.7838006398325,Low,7,3,415,0.8791285068469847
Site 259,32.8024468035746,-100.79850047170086,Mountain,0.6066732872800633,True,1417,36,Clay,64,0.7959161114626845,Moderate,9,2,807,0.9846077722012109
Site 260,13.88705975083074,-68.55754165961626,Mountain,0.6626952117806197,False,868,33,Sandy,65,3.129306185759866,Low,5,1,828,0.5462818541029678
Site 261,34.60028906796679,-115.72037774734288,Wetland,0.5753684965155842,True,2441,44,Loam,66,23.872809443070246,Moderate,9,7,975,0.5047065513551195
Site 262,49.60215400417053,-72.1474773355472,Grassland,0.8102795977094993,True,1781,22,Clay,99,3.748887383436866,High,5,8,944,0.4132652278664556
Site 263,15.60336060946096,-90.9617916170183,Mountain,0.7099347954351534,False,2528,31,Sandy,53,24.763844076939407,Moderate,4,5,388,0.6742242509584178
Site 264,30.73318609454947,-126.17727877505716,Mountain,0.8066416734209494,True,2520,45,Rocky,120,2.210708459322124,Low,6,9,225,0.6472243828132453
Site 265,45.094922877118215,-61.970828907216074,Forest,0.8808374526970918,False,312,2,Rocky,99,3.595326501706012,Low,8,4,345,0.4090439088345287
Site 266,39.63074471016817,-94.11693291277601,Wetland,0.7728515080164742,True,1461,42,Loam,102,12.411234871156452,Moderate,4,1,675,0.4088499865628529
Site 267,37.88062963981072,-109.63862020378923,Mountain,0.8138151774508939,True,951,21,Loam,107,-5.874926114270966,High,5,4,143,0.6803234499849397
Site 268,38.09936335948437,-97.14152106075193,Forest,0.9676251571971665,True,2371,22,Loam,11,26.88249068664836,Moderate,1,5,811,0.599091564007339
Site 269,24.379646048790207,-69.94995515377576,Mountain,0.6495321548044215,True,1012,3,Rocky,147,22.81599354554077,Low,1,8,404,0.7466998849645314
Site 270,21.743673770579733,-108.65678129304555,Mountain,0.6795819693169766,False,964,12,Sandy,86,16.82015310030309,High,8,5,117,0.9472531145537445
Site 271,42.374446219140545,-116.51265224593098,Mountain,0.8588516808546685,False,2134,31,Rocky,85,29.525000547925075,Moderate,7,9,198,0.8016324048997006
Site 272,42.404535787167234,-120.9650127148383,Forest,0.8056527585276934,True,358,28,Rocky,31,-9.360025546123918,Moderate,5,6,54,0.373911137230337
Site 273,44.68289274320415,-109.1498421126852,Grassland,0.5892664522698574,False,694,39,Rocky,70,6.442412657292916,Moderate,9,8,295,0.7832101904656095
Site 274,46.529622102258855,-75.39663390719696,Mountain,0.6880736550052451,False,2244,39,Sandy,43,24.33372233326697,Low,1,3,725,0.5050220745809914
Site 275,30.453695954437514,-96.98615443633167,Mountain,0.7339190065623575,False,2803,44,Rocky,65,7.320691190959657,Low,3,3,811,0.7998907516189238
Site 276,30.060651787487984,-114.0762877414522,Grassland,0.7096949189841947,False,3911,9,Loam,77,-9.790346527629175,Low,6,9,696,0.8979141434954278
Site 277,41.931807158671006,-118.36705002731756,Mountain,0.5891374041610205,False,3024,12,Loam,54,-3.6898353761618408,High,1,6,942,0.32494541421691203
Site 278,35.99855723111061,-106.70893664427346,Wetland,0.9622150458921311,False,1408,44,Loam,15,7.362896495470096,High,6,4,493,0.31478051037696086
Site 279,38.07867509030814,-64.20529389800038,Mountain,0.881159380846988,False,1141,16,Loam,87,16.71791443810894,High,2,8,233,0.4893624174467308
Site 280,41.83170677744404,-105.9881301186983,Wetland,0.7406779160539261,True,497,37,Rocky,70,-3.493829264607098,Low,5,4,336,0.1463804862832151
Site 281,45.60021367270265,-60.83131468317552,Grassland,0.8400305141534183,False,907,1,Rocky,67,7.921722411934795,High,2,4,261,0.717117345349216
Site 282,23.51980627406143,-96.03386809642507,Forest,0.9486413360677609,True,2978,16,Rocky,123,-9.488458490578232,High,1,7,586,0.7747309716160249
Site 283,25.02331810559776,-117.45852571968943,Grassland,0.5680870711807856,True,3955,43,Loam,132,9.10002088937189,Moderate,4,7,919,0.4108870047717018
Site 284,13.75927759363476,-67.62019357445433,Mountain,0.6251865253534888,True,461,25,Sandy,4,25.836979049567034,Low,2,8,745,0.5187567277870533
Site 285,33.13120563984696,-97.77512388056212,Wetland,0.7713506236283225,False,3567,37,Clay,124,13.8707212609436,Moderate,9,7,266,0.6313209284127058
Site 286,11.437690951869683,-80.32300595468328,Forest,0.8995051856761793,False,1617,36,Clay,130,7.626225249086765,Low,3,8,898,0.16623806141395042
Site 287,28.623920725298404,-61.14018917535938,Mountain,0.5181274477207637,True,3017,4,Clay,135,-3.509626572227025,Low,9,8,534,0.7401677804789132
Site 288,31.705785388303063,-126.48772547760181,Forest,0.9920090750981803,True,3318,24,Sandy,73,-1.9032574593395335,High,4,7,384,0.5740315036741405
Site 289,21.461650085131375,-123.2313808148703,Forest,0.7274533014411986,False,2281,8,Rocky,124,-6.939601997196836,Moderate,7,1,936,0.6618360540004502
Site 290,33.63333042276043,-79.56802809760707,Mountain,0.6796155703108615,False,416,27,Clay,97,19.696441742424,Moderate,7,4,723,0.7514475227657949
Site 291,11.220009997561977,-110.27224976931696,Grassland,0.6463622189198859,False,1490,21,Clay,122,-6.914588897007707,High,6,3,221,0.70800286669584
Site 292,11.493927549968577,-117.09890221349306,Mountain,0.5871783538254358,True,1505,28,Rocky,99,5.3579531493680665,Moderate,8,9,924,0.1857894298170687
Site 293,42.904022426386334,-127.24466841261894,Mountain,0.8957869544650139,True,1388,34,Clay,52,19.993787740510193,Moderate,6,8,568,0.8043328685042151
Site 294,24.407625656450517,-128.47073016096587,Grassland,0.9777070823730483,False,2200,19,Rocky,75,18.512907976539804,Low,9,9,664,0.6490419236503626
Site 295,15.08242050607539,-75.78600778161464,Wetland,0.7068223774226992,False,271,4,Clay,127,13.101286663410999,Moderate,5,5,356,0.7433927578063453
Site 296,30.889730402192175,-120.5896600841315,Mountain,0.9762103473767281,True,391,38,Rocky,13,12.852309365042721,Moderate,3,5,202,0.33535155251087956
Site 297,40.799742123944434,-97.25955688201944,Forest,0.9118988077175171,False,2594,43,Loam,4,-6.3868767883237565,Low,5,5,536,0.29928449726583184
Site 298,18.632841099873726,-87.5872229374362,Mountain,0.7405255637381591,False,724,31,Sandy,111,-3.003389129820402,High,4,2,799,0.8434830500747076
Site 299,34.915619032760006,-100.01537396018077,Mountain,0.8370130895630663,True,1746,38,Clay,26,11.389778284288433,Low,3,7,973,0.45135026641257425
Site 300,13.41389859975072,-128.1025343364637,Forest,0.7174920895852315,True,3501,9,Rocky,124,3.923213130223191,High,1,8,731,0.6178120501645704
Site 301,12.067268846744309,-75.15489481884637,Grassland,0.7793617041062761,True,1674,39,Loam,28,-9.24251595626644,High,8,5,460,0.5964359251295951
Site 302,31.25418526272592,-129.26407428208427,Wetland,0.5290231685092519,True,2236,16,Rocky,2,21.926669315166542,Low,4,8,470,0.626650140207717
Site 303,31.62540486440426,-76.66770739357612,Wetland,0.8481317376502666,False,2859,36,Clay,136,16.152530684299865,Low,3,6,360,0.16255578471984475
Site 304,35.497196059928264,-67.4686854348314,Forest,0.5264123222420684,True,3978,14,Clay,0,3.0314186667638676,High,4,4,536,0.37222628105492706
